FeatureID,Kingdom,Phylum,Class,Order,Family,Genus,Species
DQ798144.1.1378,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
DQ794533.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured bacterium
EU505419.1.1311,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
KF842605.1.1395,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,uncultured bacterium
KU925901.1.1389,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. H12(2016)
JQ191036.1.1354,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
HQ766995.1.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus] torques group,uncultured organism
DQ798188.1.1284,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 1,uncultured bacterium
GQ267900.1.1491,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Ambiguous_taxa
CAAD010000082.36.1245,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica subsp. enterica serovar Agona str. 47.E.09
DQ808938.1.1396,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-002,uncultured bacterium
DQ794665.1.1383,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,uncultured bacterium
AY976048.1.1349,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
EU775964.1.1396,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured bacterium
DQ798700.1.1393,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 4,uncultured bacterium
KF494477.1.1432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Falsirhodobacter,uncultured bacterium
AB824616.1.1514,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,uncultured bacterium,uncultured bacterium,uncultured bacterium
EU884278.1.1465,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
EU461213.1.1290,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
FJ975860.1.1364,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Ambiguous_taxa
DQ800138.1.1392,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
EF018955.1.1395,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured actinobacterium,uncultured actinobacterium
HK556133.1.1351,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,[Eubacterium] nodatum group,Ambiguous_taxa
GU968179.1.1431,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Eggerthella,Eggerthella lenta
DQ798856.1.1374,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
AY916373.1.1335,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
EU766763.1.1355,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,uncultured bacterium
DQ800111.1.1403,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
AY850447.1.1240,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,uncultured bacterium
KF103197.1.1366,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured bacterium,uncultured bacterium
DQ808894.1.1284,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,[Eubacterium] nodatum group,uncultured bacterium
EF019650.1.1349,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,uncultured Bacteroidetes bacterium
AY916184.1.1350,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 9,uncultured bacterium
CCXE01000012.221683.223192,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. AL-1
AF371875.1.1469,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,uncultured bacterium
LBDE01000514.1.1573,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum
KU161493.1.1451,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 7,uncultured Prevotella sp.
KF842596.1.1402,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured bacterium
KF842922.1.1397,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
AB234512.1.1375,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactovum,uncultured Streptococcaceae bacterium
EU772652.1.1386,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] rectale group,uncultured bacterium
DQ793958.1.1395,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
DQ795826.1.1331,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-002,uncultured bacterium
AY838519.1.1507,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,uncultured bacterium
JQ465206.1.1390,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,uncultured bacterium
AFQU01000001.1150504.1152003,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Ambiguous_taxa
EU467065.1.1277,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,uncultured bacterium
DQ800029.1.1242,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
DQ808348.1.1391,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 3,uncultured bacterium
AB824585.1.1514,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,uncultured bacterium
AF371882.1.1441,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-001,uncultured bacterium
DQ113748.1.1448,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,uncultured bacterium
EU328051.1.1483,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DQ801396.1.1403,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 9,uncultured bacterium
EU676441.1.1434,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
EF509349.1.1494,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,uncultured bacterium
KJ129610.238670.240094,Bacteria,Cyanobacteria,Chloroplast,Viscum album (European mistletoe),Viscum album (European mistletoe),Viscum album (European mistletoe),Viscum album (European mistletoe)
EU774381.1.1372,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK3A20 group,uncultured bacterium
FJ557734.1.1287,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,uncultured bacterium
EF096151.1.1341,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured bacterium
DQ794161.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
KF842544.1.1426,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,uncultured bacterium
EU704715.1.1285,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,uncultured Delftia sp.
EU768631.1.1389,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,uncultured bacterium
JQ208341.1.1351,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
GQ134007.1.1310,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,uncultured bacterium
JQ462362.1.1375,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured bacterium
DQ808381.1.1392,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus] torques group,uncultured bacterium
HQ807340.1.1444,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,uncultured organism
EU454658.1.1409,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
AM277633.1.1436,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Ambiguous_taxa
EU778239.1.1396,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 1,uncultured bacterium
DQ797881.1.1289,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
DQ805226.1.1312,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NC2004 group,uncultured bacterium
AY975984.1.1373,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,uncultured bacterium
DQ810141.1.1399,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
FJ365090.1.1350,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured bacterium
DQ394644.1.1506,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,Ambiguous_taxa
DQ802003.1.1280,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
EU506268.1.1368,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured bacterium
FJ975905.1.1359,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Ambiguous_taxa
FJ975949.1.1360,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Ambiguous_taxa
JQ468513.1.1420,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,uncultured bacterium
DQ809319.1.1393,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,uncultured bacterium
DQ794494.1.1293,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] ruminantium group,uncultured bacterium
HQ818990.1.1410,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,uncultured organism
AY991819.1.1333,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
EU778183.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ambiguous_taxa,uncultured bacterium
EU778258.1.1393,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,uncultured,uncultured bacterium
DQ805190.1.1375,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
EU471740.1.1414,Bacteria,Verrucomicrobia,WCHB1-41,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
JQ453520.1.1313,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,uncultured bacterium
DQ327133.1.1349,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
HQ748384.1.1429,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured organism
DQ795725.1.1364,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,uncultured bacterium
EU462408.1.1305,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,uncultured bacterium
DQ793702.1.1406,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae NK4A214 group,uncultured bacterium
EF434366.1.1353,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,uncultured Clostridiales bacterium
HQ716273.1.1369,Bacteria,Tenericutes,Mollicutes,Mollicutes RF9,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
EU775889.1.1288,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,uncultured bacterium
KF726083.1.1337,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Ambiguous_taxa
DQ798981.1.1383,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-008,uncultured bacterium
KT199255.49748.51262,Bacteria,Cyanobacteria,Chloroplast,Ankyra judayi,Ankyra judayi,Ankyra judayi,Ankyra judayi
EU655811.1.1320,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,Ambiguous_taxa
DQ798901.1.1391,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,uncultured bacterium
LN564516.1.1354,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Ambiguous_taxa
AM275604.1.1484,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,uncultured bacterium
EU762218.1.1357,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Ambiguous_taxa
GU940797.1.1396,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Hafnia-Obesumbacterium,Ambiguous_taxa
HQ763215.1.1442,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,uncultured organism
HQ788230.1.1452,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus] torques group,uncultured organism
JX048122.1.1448,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Ambiguous_taxa
CVRH01000027.162.1399,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,Raoultella ornithinolytica B6
FJ557891.1.1372,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,uncultured bacterium
EU775646.1.1358,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,uncultured bacterium
JQ466098.1.1449,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,uncultured bacterium
KF842888.1.1434,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,uncultured bacterium
EU451393.1.1424,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured bacterium
GQ132920.1.1381,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
FJ362646.1.1317,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Ambiguous_taxa
DQ325586.1.1351,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
AY977767.1.1388,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
AB672202.1.1407,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,Ambiguous_taxa
EU467566.1.1263,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
KF843694.1.1404,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
KF843587.1.1378,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
FJ880974.1.1489,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 9,uncultured bacterium
HM816925.1.1355,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,uncultured bacterium
EU778217.1.1330,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] hallii group,uncultured bacterium
KC431934.1.1357,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,uncultured bacterium
KF843558.1.1387,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
HQ403209.1.1496,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio,uncultured bacterium
EU474980.1.1400,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-004,uncultured bacterium
GU455116.1.1464,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,uncultured bacterium
EU765758.1.1359,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
BAWP01000055.2.1563,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Ambiguous_taxa
EU779002.1.1391,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,uncultured bacterium
DQ234100.1.1513,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Ambiguous_taxa
EF099523.1.1391,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae FCS020 group,uncultured bacterium
DQ800965.1.1402,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,uncultured bacterium
EU465361.1.1286,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured bacterium
HQ759433.1.1439,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-002,uncultured organism
AY916202.1.1349,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
EU469492.1.1399,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 2,uncultured bacterium
JX855298.1.1480,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured Ochrobactrum sp.
JN409255.1.1383,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,uncultured alpha proteobacterium
HM184967.1.1494,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Sphaerochaeta,uncultured bacterium
EU456241.1.1275,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured bacterium
EU047802.1.1366,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
HQ741559.1.1409,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,uncultured bacterium
EU457777.1.1404,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured bacterium
EU771863.1.1368,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,uncultured bacterium
DQ071520.1.1447,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
GQ492062.1.1370,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 9,uncultured bacterium
EU467051.1.1321,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
DQ793398.1.1380,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NC2004 group,uncultured bacterium
AB062283.1.1345,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Ambiguous_taxa
JX114339.1.1446,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,uncultured alpha proteobacterium
EU467517.1.1373,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,uncultured bacterium
GQ487998.1.1476,Bacteria,Acidobacteria,Holophagae,Subgroup 7,uncultured bacterium,uncultured bacterium,uncultured bacterium
DQ801443.1.1401,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
KF842183.1.1363,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
DQ796908.1.1402,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,uncultured,uncultured bacterium
DQ804930.1.1388,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured bacterium
JX096365.1.1405,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
EF401874.1.1492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured bacterium
DQ223675.1.1471,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,Ambiguous_taxa
HQ864182.1.1449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Ambiguous_taxa
DQ801243.1.1357,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
EF019032.1.1335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,uncultured Bradyrhizobiaceae bacterium
FJ200390.1.1335,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,Corynebacterium simulans
KF101221.1.1334,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,uncultured bacterium
EU705736.1.1203,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,uncultured Mycoplana sp.
EU475560.1.1404,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,uncultured bacterium
DQ794103.1.1387,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae UCG-003,uncultured bacterium
EU765108.1.1339,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
GQ038319.1.1339,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,uncultured bacterium
KF088130.1.1338,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uncultured bacterium
KC331289.1.1510,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured,uncultured bacterium
DQ327104.1.1349,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,uncultured bacterium
HM335650.1.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Ambiguous_taxa
EU467103.1.1366,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 9,uncultured bacterium
EU775046.1.1392,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NC2004 group,uncultured bacterium
GQ493279.1.1382,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,uncultured bacterium
EF400745.1.1488,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
GQ493535.1.1367,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 9,uncultured bacterium
FJ680312.1.1375,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,uncultured bacterium
HQ762927.1.1444,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured organism
HM270165.1.1354,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,uncultured bacterium,uncultured bacterium,uncultured bacterium
AY850534.1.1248,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,uncultured bacterium
EU474620.1.1435,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured bacterium
JQ191024.1.1314,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
HQ793000.1.1452,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,uncultured organism
FJ957837.1.1447,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Sarcina,uncultured bacterium
KF842370.1.1420,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
DQ805828.1.1294,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-013,uncultured bacterium
AY916260.1.1335,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,uncultured bacterium
EU461651.1.1367,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured bacterium
FJ592571.1.1340,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,uncultured bacterium
JN559616.1.1500,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
JQ467015.1.1402,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,uncultured bacterium
DQ803857.1.1291,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,uncultured bacterium
HQ767210.1.1440,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured organism
EU771663.1.1411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium
